species,country,date,anomaly
Procambarus virginalis,DE,2016-04-10,Yes
Procambarus virginalis,DE,2018-02-04,Yes
Procambarus virginalis,DE,2021-11-07,Yes
Procambarus virginalis,DE,2022-01-09,Yes
Procambarus virginalis,DK,2019-02-10,Yes
Procambarus virginalis,DK,2019-09-01,Yes
Procambarus virginalis,EE,2017-04-02,Yes
Procambarus virginalis,EE,2017-04-23,Yes
Procambarus virginalis,EE,2018-06-24,Yes
Procambarus virginalis,EE,2021-10-31,Yes
Procambarus virginalis,ES,2017-04-23,Yes
Procambarus virginalis,ES,2018-08-05,Yes
Procambarus virginalis,ES,2020-11-01,Yes
Procambarus virginalis,FI,2018-11-18,Yes
Procambarus virginalis,FR,2016-09-18,Yes
Procambarus virginalis,FR,2018-02-04,Yes
Procambarus virginalis,FR,2019-11-24,Yes
Procambarus virginalis,FR,2021-12-12,Yes
Procambarus virginalis,GR,2016-11-13,Yes
Procambarus virginalis,GR,2018-05-27,Yes
Procambarus virginalis,GR,2019-09-29,Yes
Procambarus virginalis,GR,2021-02-14,Yes
Procambarus virginalis,HR,2022-10-16,Yes
Procambarus virginalis,HR,2024-06-09,Yes
Procambarus virginalis,HU,2017-07-23,Yes
Procambarus virginalis,HU,2020-02-02,Yes
Procambarus virginalis,IE,2023-11-26,Yes
Procambarus virginalis,IE,2024-01-21,Yes
Procambarus virginalis,IT,2018-02-04,Yes
Procambarus virginalis,LU,2018-08-19,Yes
Procambarus virginalis,LU,2019-11-24,Yes
Procambarus virginalis,LU,2020-09-27,Yes
Procambarus virginalis,LU,2024-11-17,Yes
Procambarus virginalis,LV,2018-06-17,Yes
Procambarus virginalis,MT,2018-01-07,Yes
Procambarus virginalis,MT,2023-04-16,Yes
Procambarus virginalis,NL,2016-01-10,Yes
Procambarus virginalis,NL,2021-04-18,Yes
Procambarus virginalis,NL,2021-07-04,Yes
Procambarus virginalis,NL,2024-04-07,Yes
Procambarus virginalis,PL,2018-02-04,Yes
Procambarus virginalis,PL,2018-02-11,Yes
Procambarus virginalis,PL,2020-08-16,Yes
Procambarus virginalis,PL,2020-08-23,Yes
Procambarus virginalis,PT,2020-04-05,Yes
Procambarus virginalis,PT,2023-11-12,Yes
Procambarus virginalis,SE,2021-03-21,Yes
Procambarus virginalis,SE,2023-06-18,Yes
Procambarus virginalis,SI,2019-02-10,Yes
Procambarus virginalis,SI,2019-04-07,Yes
Procambarus virginalis,SI,2020-11-22,Yes
Procambarus virginalis,SK,2019-06-16,Yes
Procambarus virginalis,SK,2020-10-25,Yes
Procyon lotor,AT,2018-12-30,Yes
Procyon lotor,AT,2019-12-29,Yes
Procyon lotor,AT,2020-12-27,Yes
Procyon lotor,AT,2021-12-26,Yes
Procyon lotor,BE,2018-01-14,Yes
Procyon lotor,BE,2018-12-30,Yes
Procyon lotor,BE,2019-12-29,Yes
Procyon lotor,BE,2024-07-28,Yes
Procyon lotor,BG,2018-12-30,Yes
Procyon lotor,BG,2020-12-27,Yes
Procyon lotor,BG,2021-12-19,Yes
Procyon lotor,BG,2022-05-22,Yes
Procyon lotor,CY,2017-04-09,Yes
Procyon lotor,CY,2019-07-07,Yes
Procyon lotor,CY,2019-12-29,Yes
Procyon lotor,CY,2024-04-14,Yes
Procyon lotor,CZ,2018-12-30,Yes
Procyon lotor,CZ,2019-12-29,Yes
Procyon lotor,CZ,2020-12-20,Yes
Procyon lotor,CZ,2020-12-27,Yes
Procyon lotor,DE,2018-12-30,Yes
Procyon lotor,DE,2019-12-29,Yes
Procyon lotor,DE,2020-04-19,Yes
Procyon lotor,DE,2020-12-27,Yes
Procyon lotor,DK,2018-01-21,Yes
Procyon lotor,DK,2018-12-09,Yes
Procyon lotor,DK,2019-09-29,Yes
Procyon lotor,DK,2019-12-29,Yes
Procyon lotor,EE,2019-12-29,Yes
Procyon lotor,EE,2022-01-16,Yes
Procyon lotor,EE,2022-01-23,Yes
Procyon lotor,EE,2024-04-14,Yes
Procyon lotor,ES,2016-11-27,Yes
Procyon lotor,ES,2019-12-22,Yes
Procyon lotor,ES,2019-12-29,Yes
Procyon lotor,ES,2020-01-26,Yes
Procyon lotor,FI,2018-12-30,Yes
Procyon lotor,FI,2019-12-29,Yes
Procyon lotor,FI,2020-01-12,Yes
Procyon lotor,FI,2023-06-25,Yes
Procyon lotor,FR,2018-11-25,Yes
Procyon lotor,FR,2018-12-23,Yes
Procyon lotor,FR,2018-12-30,Yes
Procyon lotor,FR,2019-12-29,Yes
Procyon lotor,GB,2018-06-10,Yes
Procyon lotor,GB,2018-12-30,Yes
Procyon lotor,GB,2019-05-26,Yes
Procyon lotor,GB,2019-12-29,Yes
Procyon lotor,GR,2018-12-30,Yes
Procyon lotor,GR,2019-12-29,Yes
Procyon lotor,GR,2020-12-27,Yes
Procyon lotor,GR,2024-04-14,Yes
Procyon lotor,HR,2016-10-23,Yes
Procyon lotor,HR,2019-12-29,Yes
Procyon lotor,HR,2021-04-25,Yes
Procyon lotor,HR,2021-12-26,Yes
Procyon lotor,HU,2018-02-04,Yes
Procyon lotor,HU,2018-12-30,Yes
Procyon lotor,HU,2019-12-29,Yes
Procyon lotor,HU,2020-12-27,Yes
Procyon lotor,IE,2018-06-10,Yes
Procyon lotor,IE,2018-12-30,Yes
Procyon lotor,IE,2019-12-29,Yes
Procyon lotor,IE,2020-12-27,Yes
Procyon lotor,IT,2018-01-28,Yes
Procyon lotor,IT,2018-12-30,Yes
Procyon lotor,IT,2019-12-29,Yes
Procyon lotor,IT,2020-12-27,Yes
Procyon lotor,LT,2016-08-28,Yes
Procyon lotor,LT,2019-12-29,Yes
Procyon lotor,LT,2020-01-12,Yes
Procyon lotor,LT,2020-01-19,Yes
Procyon lotor,LU,2018-04-01,Yes
Procyon lotor,LU,2018-12-30,Yes
Procyon lotor,LU,2020-12-27,Yes
Procyon lotor,LU,2021-07-18,Yes
Procyon lotor,LV,2016-01-03,Yes
Procyon lotor,LV,2019-12-29,Yes
Procyon lotor,LV,2020-11-08,Yes
Procyon lotor,LV,2024-04-14,Yes
Procyon lotor,MT,2019-11-03,Yes
Procyon lotor,MT,2021-01-31,Yes
Procyon lotor,MT,2023-12-03,Yes
Procyon lotor,MT,2024-04-28,Yes
Procyon lotor,NL,2019-12-29,Yes
Procyon lotor,NL,2021-04-04,Yes
Procyon lotor,NL,2024-04-07,Yes
Procyon lotor,NL,2024-04-14,Yes
Procyon lotor,PL,2018-12-30,Yes
Procyon lotor,PL,2019-12-29,Yes
Procyon lotor,PL,2020-12-27,Yes
Procyon lotor,PL,2024-04-14,Yes
Procyon lotor,PT,2018-12-30,Yes
Procyon lotor,PT,2019-04-21,Yes
Procyon lotor,PT,2019-12-29,Yes
Procyon lotor,PT,2020-12-27,Yes
Procyon lotor,RO,2017-08-27,Yes
Procyon lotor,RO,2020-12-27,Yes
Procyon lotor,RO,2021-12-26,Yes
Procyon lotor,RO,2024-04-14,Yes
Procyon lotor,SE,2016-09-11,Yes
Procyon lotor,SE,2018-01-14,Yes
Procyon lotor,SE,2018-12-30,Yes
Procyon lotor,SE,2019-12-29,Yes
Procyon lotor,SI,2016-11-06,Yes
Procyon lotor,SI,2017-08-20,Yes
Procyon lotor,SI,2017-12-24,Yes
Procyon lotor,SI,2021-12-26,Yes
Procyon lotor,SK,2018-12-30,Yes
Procyon lotor,SK,2019-12-29,Yes
Procyon lotor,SK,2020-12-27,Yes
Procyon lotor,SK,2021-12-26,Yes
Prosopis juliflora,AT,2017-04-30,Yes
Prosopis juliflora,BE,2018-05-13,Yes
Prosopis juliflora,BE,2022-04-10,Yes
Prosopis juliflora,BE,2023-03-05,Yes
Prosopis juliflora,BE,2024-12-15,Yes
Prosopis juliflora,CY,2018-07-08,Yes
Prosopis juliflora,CZ,2021-03-14,Yes
Prosopis juliflora,DK,2019-03-03,Yes
Prosopis juliflora,ES,2018-10-28,Yes
Prosopis juliflora,ES,2021-02-21,Yes
Prosopis juliflora,ES,2023-04-09,Yes
Prosopis juliflora,FI,2017-07-16,Yes
Prosopis juliflora,FR,2021-02-28,Yes
Prosopis juliflora,GR,2016-01-10,Yes
Prosopis juliflora,GR,2020-02-23,Yes
Prosopis juliflora,HR,2024-05-05,Yes
Prosopis juliflora,HU,2022-06-12,Yes
Prosopis juliflora,HU,2024-09-08,Yes
Prosopis juliflora,IE,2023-03-26,Yes
Prosopis juliflora,LT,2017-12-03,Yes
Prosopis juliflora,LU,2017-11-05,Yes
Prosopis juliflora,LU,2022-04-24,Yes
Prosopis juliflora,LV,2023-11-19,Yes
Prosopis juliflora,MT,2019-06-23,Yes
Prosopis juliflora,MT,2019-11-17,Yes
Prosopis juliflora,NL,2021-08-29,Yes
Prosopis juliflora,NL,2023-05-07,Yes
Prosopis juliflora,PL,2017-09-03,Yes
Prosopis juliflora,PL,2018-11-11,Yes
Prosopis juliflora,PL,2024-03-24,Yes
Prosopis juliflora,PT,2017-11-26,Yes
Prosopis juliflora,PT,2021-05-30,Yes
Prosopis juliflora,PT,2021-06-20,Yes
Prosopis juliflora,PT,2024-10-06,Yes
Prosopis juliflora,RO,2023-08-06,Yes
Prosopis juliflora,SE,2023-05-28,Yes
Prosopis juliflora,SI,2016-03-06,Yes
Prosopis juliflora,SI,2024-11-24,Yes
Prosopis juliflora,SK,2017-01-08,Yes
Prosopis juliflora,SK,2022-09-11,Yes
Prosopis juliflora,SK,2022-09-25,Yes
Pseudorasbora parva,AT,2016-08-28,Yes
Pseudorasbora parva,AT,2017-07-23,Yes
Pseudorasbora parva,AT,2019-07-28,Yes
Pseudorasbora parva,AT,2019-08-04,Yes
Pseudorasbora parva,BE,2021-08-15,Yes
Pseudorasbora parva,BE,2022-02-13,Yes
Pseudorasbora parva,BG,2018-01-21,Yes
Pseudorasbora parva,BG,2019-06-16,Yes
Pseudorasbora parva,BG,2023-08-06,Yes
Pseudorasbora parva,CY,2015-12-27,Yes
Pseudorasbora parva,CY,2020-02-23,Yes
Pseudorasbora parva,CZ,2018-10-28,Yes
Pseudorasbora parva,CZ,2021-05-30,Yes
Pseudorasbora parva,DE,2019-06-16,Yes
Pseudorasbora parva,DE,2019-10-27,Yes
Pseudorasbora parva,DE,2021-05-30,Yes
Pseudorasbora parva,DE,2022-04-10,Yes
Pseudorasbora parva,DK,2016-11-13,Yes
Pseudorasbora parva,DK,2020-08-02,Yes
Pseudorasbora parva,EE,2016-01-17,Yes
Pseudorasbora parva,ES,2021-01-24,Yes
Pseudorasbora parva,FI,2017-04-16,Yes
Pseudorasbora parva,FI,2020-07-19,Yes
Pseudorasbora parva,FI,2023-07-23,Yes
Pseudorasbora parva,FR,2017-03-19,Yes
Pseudorasbora parva,FR,2019-06-02,Yes
Pseudorasbora parva,FR,2024-04-21,Yes
Pseudorasbora parva,GB,2021-11-14,Yes
Pseudorasbora parva,GB,2023-10-22,Yes
Pseudorasbora parva,GB,2024-02-25,Yes
Pseudorasbora parva,GR,2018-02-11,Yes
Pseudorasbora parva,HR,2020-01-19,Yes
Pseudorasbora parva,HU,2019-06-09,Yes
Pseudorasbora parva,HU,2019-08-04,Yes
Pseudorasbora parva,HU,2019-09-01,Yes
Pseudorasbora parva,HU,2022-01-16,Yes
Pseudorasbora parva,IE,2019-12-01,Yes
Pseudorasbora parva,IT,2017-09-03,Yes
Pseudorasbora parva,IT,2022-09-11,Yes
Pseudorasbora parva,LT,2016-03-20,Yes
Pseudorasbora parva,LT,2024-12-08,Yes
Pseudorasbora parva,LU,2021-09-05,Yes
Pseudorasbora parva,LU,2022-12-11,Yes
Pseudorasbora parva,LU,2024-01-21,Yes
Pseudorasbora parva,LV,2021-02-28,Yes
Pseudorasbora parva,MT,2017-08-06,Yes
Pseudorasbora parva,MT,2019-08-25,Yes
Pseudorasbora parva,MT,2021-07-04,Yes
Pseudorasbora parva,NL,2016-06-05,Yes
Pseudorasbora parva,NL,2016-06-19,Yes
Pseudorasbora parva,NL,2016-07-24,Yes
Pseudorasbora parva,NL,2019-07-07,Yes
Pseudorasbora parva,PL,2022-11-13,Yes
Pseudorasbora parva,PL,2024-07-21,Yes
Pseudorasbora parva,PL,2024-10-27,Yes
Pseudorasbora parva,PL,2024-12-01,Yes
Pseudorasbora parva,PT,2020-12-20,Yes
Pseudorasbora parva,RO,2017-10-29,Yes
Pseudorasbora parva,RO,2023-04-02,Yes
Pseudorasbora parva,SE,2021-01-10,Yes
Pseudorasbora parva,SI,2018-07-15,Yes
Pseudorasbora parva,SI,2019-01-13,Yes
Pseudorasbora parva,SI,2023-10-01,Yes
Pseudorasbora parva,SK,2017-05-28,Yes
Pseudorasbora parva,SK,2017-06-25,Yes
Pseudorasbora parva,SK,2017-07-09,Yes
Pseudorasbora parva,SK,2019-06-16,Yes
Pueraria montana,AT,2018-04-08,Yes
Pueraria montana,AT,2018-04-15,Yes
Pueraria montana,AT,2018-09-30,Yes
Pueraria montana,AT,2018-12-30,Yes
Pueraria montana,BE,2016-08-21,Yes
Pueraria montana,BE,2019-05-12,Yes
Pueraria montana,BE,2022-04-24,Yes
Pueraria montana,BE,2024-01-14,Yes
Pueraria montana,CY,2017-02-05,Yes
Pueraria montana,CY,2023-04-02,Yes
Pueraria montana,CZ,2016-04-17,Yes
Pueraria montana,CZ,2017-01-08,Yes
Pueraria montana,CZ,2017-08-06,Yes
Pueraria montana,DE,2016-11-20,Yes
Pueraria montana,DE,2018-04-01,Yes
Pueraria montana,DE,2018-12-30,Yes
Pueraria montana,DE,2019-03-03,Yes
Pueraria montana,DK,2018-06-03,Yes
Pueraria montana,DK,2022-08-21,Yes
Pueraria montana,EE,2016-01-24,Yes
Pueraria montana,EE,2016-04-24,Yes
Pueraria montana,EE,2016-10-23,Yes
Pueraria montana,ES,2016-11-06,Yes
Pueraria montana,ES,2016-11-27,Yes
Pueraria montana,ES,2016-12-04,Yes
Pueraria montana,ES,2016-12-25,Yes
Pueraria montana,FR,2016-11-06,Yes
Pueraria montana,FR,2017-03-05,Yes
Pueraria montana,FR,2019-12-29,Yes
Pueraria montana,FR,2020-01-26,Yes
Pueraria montana,GB,2018-04-08,Yes
Pueraria montana,GB,2018-04-15,Yes
Pueraria montana,GB,2021-05-16,Yes
Pueraria montana,GB,2022-07-31,Yes
Pueraria montana,GR,2019-12-15,Yes
Pueraria montana,GR,2020-03-22,Yes
Pueraria montana,GR,2020-08-23,Yes
Pueraria montana,HR,2016-02-14,Yes
Pueraria montana,HR,2021-12-26,Yes
Pueraria montana,HU,2023-03-26,Yes
Pueraria montana,IE,2020-05-10,Yes
Pueraria montana,IE,2021-09-26,Yes
Pueraria montana,IE,2022-10-30,Yes
Pueraria montana,IE,2023-01-22,Yes
Pueraria montana,IT,2021-12-26,Yes
Pueraria montana,IT,2023-01-08,Yes
Pueraria montana,IT,2023-01-15,Yes
Pueraria montana,IT,2023-01-22,Yes
Pueraria montana,LT,2022-06-12,Yes
Pueraria montana,LT,2024-06-16,Yes
Pueraria montana,LU,2020-12-06,Yes
Pueraria montana,LU,2021-12-19,Yes
Pueraria montana,LU,2024-01-07,Yes
Pueraria montana,LV,2018-09-02,Yes
Pueraria montana,MT,2021-02-14,Yes
Pueraria montana,MT,2023-12-10,Yes
Pueraria montana,NL,2016-12-11,Yes
Pueraria montana,NL,2018-04-01,Yes
Pueraria montana,PL,2019-09-01,Yes
Pueraria montana,PL,2022-05-01,Yes
Pueraria montana,PL,2022-06-12,Yes
Pueraria montana,PL,2022-07-10,Yes
Pueraria montana,PT,2016-06-12,Yes
Pueraria montana,RO,2021-05-30,Yes
Pueraria montana,RO,2023-03-26,Yes
Pueraria montana,RO,2023-04-02,Yes
Pueraria montana,SE,2022-01-30,Yes
Pueraria montana,SI,2019-04-14,Yes
Pueraria montana,SK,2016-10-16,Yes
Pueraria montana,SK,2018-10-28,Yes
Pueraria montana,SK,2021-03-21,Yes
Pycnonotus cafer,AT,2016-09-25,Yes
Pycnonotus cafer,AT,2021-12-26,Yes
Pycnonotus cafer,AT,2023-04-30,Yes
Pycnonotus cafer,BE,2016-07-03,Yes
Pycnonotus cafer,BE,2022-08-28,Yes
Pycnonotus cafer,BG,2017-09-17,Yes
Pycnonotus cafer,BG,2020-02-09,Yes
Pycnonotus cafer,BG,2021-05-16,Yes
Pycnonotus cafer,BG,2022-11-20,Yes
Pycnonotus cafer,CY,2020-11-08,Yes
Pycnonotus cafer,CZ,2016-10-30,Yes
Pycnonotus cafer,CZ,2016-11-27,Yes
Pycnonotus cafer,CZ,2018-01-28,Yes
Pycnonotus cafer,CZ,2023-12-24,Yes
Pycnonotus cafer,DE,2022-11-27,Yes
Pycnonotus cafer,DK,2020-04-26,Yes
Pycnonotus cafer,DK,2023-09-10,Yes
Pycnonotus cafer,EE,2019-08-04,Yes
Pycnonotus cafer,EE,2020-03-08,Yes
Pycnonotus cafer,ES,2016-10-02,Yes
Pycnonotus cafer,ES,2022-12-18,Yes
Pycnonotus cafer,FR,2019-11-17,Yes
Pycnonotus cafer,GB,2020-10-04,Yes
Pycnonotus cafer,GB,2021-01-17,Yes
Pycnonotus cafer,GB,2024-05-05,Yes
Pycnonotus cafer,GB,2024-10-06,Yes
Pycnonotus cafer,GR,2018-12-30,Yes
Pycnonotus cafer,GR,2022-06-12,Yes
Pycnonotus cafer,GR,2023-12-31,Yes
Pycnonotus cafer,HU,2021-02-14,Yes
Pycnonotus cafer,HU,2022-03-13,Yes
Pycnonotus cafer,IE,2018-06-03,Yes
Pycnonotus cafer,IE,2022-01-23,Yes
Pycnonotus cafer,IT,2018-08-12,Yes
Pycnonotus cafer,IT,2023-03-19,Yes
Pycnonotus cafer,IT,2023-06-25,Yes
Pycnonotus cafer,IT,2023-10-01,Yes
Pycnonotus cafer,LT,2024-03-17,Yes
Pycnonotus cafer,LU,2018-07-15,Yes
Pycnonotus cafer,LU,2024-05-26,Yes
Pycnonotus cafer,MT,2016-08-28,Yes
Pycnonotus cafer,NL,2022-07-03,Yes
Pycnonotus cafer,NL,2022-07-31,Yes
Pycnonotus cafer,NL,2022-08-21,Yes
Pycnonotus cafer,PT,2018-08-05,Yes
Pycnonotus cafer,RO,2020-12-13,Yes
Pycnonotus cafer,SE,2018-06-24,Yes
Pycnonotus cafer,SE,2018-10-14,Yes
Pycnonotus cafer,SE,2022-07-31,Yes
Pycnonotus cafer,SI,2019-12-22,Yes
Pycnonotus cafer,SI,2024-04-28,Yes
Pycnonotus cafer,SK,2018-06-03,Yes
Pycnonotus cafer,SK,2019-05-12,Yes
Pycnonotus cafer,SK,2023-04-23,Yes
Pycnonotus cafer,SK,2024-03-03,Yes
Rugulopteryx okamurae,AT,2016-05-29,Yes
Rugulopteryx okamurae,BE,2016-06-19,Yes
Rugulopteryx okamurae,BE,2022-12-04,Yes
Rugulopteryx okamurae,CZ,2018-12-02,Yes
Rugulopteryx okamurae,CZ,2024-07-07,Yes
Rugulopteryx okamurae,DE,2017-12-17,Yes
Rugulopteryx okamurae,DE,2023-01-22,Yes
Rugulopteryx okamurae,DK,2016-10-02,Yes
Rugulopteryx okamurae,DK,2024-06-16,Yes
Rugulopteryx okamurae,ES,2019-08-18,Yes
Rugulopteryx okamurae,ES,2019-09-01,Yes
Rugulopteryx okamurae,ES,2022-07-31,Yes
Rugulopteryx okamurae,ES,2024-06-09,Yes
Rugulopteryx okamurae,FR,2016-05-22,Yes
Rugulopteryx okamurae,FR,2020-03-15,Yes
Rugulopteryx okamurae,FR,2023-07-30,Yes
Rugulopteryx okamurae,GB,2023-07-02,Yes
Rugulopteryx okamurae,GR,2017-03-12,Yes
Rugulopteryx okamurae,GR,2022-07-10,Yes
Rugulopteryx okamurae,HR,2022-06-26,Yes
Rugulopteryx okamurae,HR,2024-12-22,Yes
Rugulopteryx okamurae,HU,2016-10-02,Yes
Rugulopteryx okamurae,HU,2023-06-25,Yes
Rugulopteryx okamurae,IE,2018-10-07,Yes
Rugulopteryx okamurae,IT,2017-02-05,Yes
Rugulopteryx okamurae,IT,2018-04-22,Yes
Rugulopteryx okamurae,LT,2019-08-11,Yes
Rugulopteryx okamurae,LT,2019-12-08,Yes
Rugulopteryx okamurae,LT,2023-03-05,Yes
Rugulopteryx okamurae,LU,2018-02-18,Yes
Rugulopteryx okamurae,LU,2023-03-26,Yes
Rugulopteryx okamurae,MT,2016-03-27,Yes
Rugulopteryx okamurae,PL,2020-08-30,Yes
Rugulopteryx okamurae,PT,2016-01-31,Yes
Rugulopteryx okamurae,PT,2017-10-15,Yes
Rugulopteryx okamurae,PT,2020-10-18,Yes
Rugulopteryx okamurae,PT,2023-06-25,Yes
Rugulopteryx okamurae,RO,2024-08-04,Yes
Rugulopteryx okamurae,SE,2018-07-01,Yes
Rugulopteryx okamurae,SE,2021-09-19,Yes
Rugulopteryx okamurae,SE,2024-09-01,Yes
Rugulopteryx okamurae,SK,2022-08-21,Yes
Rugulopteryx okamurae,SK,2024-07-07,Yes
Salvinia molesta,AT,2016-07-17,Yes
Salvinia molesta,AT,2023-04-09,Yes
Salvinia molesta,BG,2016-04-17,Yes
Salvinia molesta,BG,2020-04-12,Yes
Salvinia molesta,CY,2022-01-23,Yes
Salvinia molesta,CZ,2016-01-24,Yes
Salvinia molesta,CZ,2016-04-24,Yes
Salvinia molesta,DE,2017-06-04,Yes
Salvinia molesta,DK,2020-12-06,Yes
Salvinia molesta,EE,2020-09-13,Yes
Salvinia molesta,ES,2024-02-04,Yes
Salvinia molesta,FI,2018-07-01,Yes
Salvinia molesta,FI,2020-12-27,Yes
Salvinia molesta,FI,2022-03-27,Yes
Salvinia molesta,FI,2023-11-12,Yes
Salvinia molesta,FR,2019-05-05,Yes
Salvinia molesta,FR,2020-05-10,Yes
Salvinia molesta,FR,2024-07-07,Yes
Salvinia molesta,GB,2019-11-24,Yes
Salvinia molesta,GB,2020-03-15,Yes
Salvinia molesta,GB,2021-05-02,Yes
Salvinia molesta,GR,2017-06-18,Yes
Salvinia molesta,GR,2019-06-09,Yes
Salvinia molesta,GR,2024-02-04,Yes
Salvinia molesta,HR,2018-06-03,Yes
Salvinia molesta,HR,2020-08-23,Yes
Salvinia molesta,HR,2022-12-18,Yes
Salvinia molesta,IE,2024-01-21,Yes
Salvinia molesta,LT,2020-05-10,Yes
Salvinia molesta,LU,2017-07-09,Yes
Salvinia molesta,LU,2020-07-26,Yes
Salvinia molesta,LV,2018-09-09,Yes
Salvinia molesta,MT,2020-08-09,Yes
Salvinia molesta,MT,2020-11-08,Yes
Salvinia molesta,MT,2022-04-10,Yes
Salvinia molesta,MT,2024-06-23,Yes
Salvinia molesta,NL,2016-07-10,Yes
Salvinia molesta,NL,2018-06-17,Yes
Salvinia molesta,PL,2017-01-15,Yes
Salvinia molesta,PL,2019-02-10,Yes
Salvinia molesta,PT,2016-06-12,Yes
Salvinia molesta,RO,2017-04-23,Yes
Salvinia molesta,RO,2020-06-21,Yes
Salvinia molesta,RO,2021-03-21,Yes
Salvinia molesta,RO,2022-01-16,Yes
Salvinia molesta,SE,2016-02-21,Yes
Salvinia molesta,SE,2024-11-10,Yes
Salvinia molesta,SI,2020-12-13,Yes
Sciurus carolinensis,AT,2019-03-10,Yes
Sciurus carolinensis,AT,2019-04-07,Yes
Sciurus carolinensis,BE,2021-03-21,Yes
Sciurus carolinensis,BG,2019-05-05,Yes
Sciurus carolinensis,BG,2019-09-29,Yes
Sciurus carolinensis,BG,2024-04-14,Yes
Sciurus carolinensis,CY,2022-10-02,Yes
Sciurus carolinensis,CY,2023-08-13,Yes
Sciurus carolinensis,CZ,2020-12-27,Yes
Sciurus carolinensis,CZ,2023-04-09,Yes
Sciurus carolinensis,DE,2016-05-08,Yes
Sciurus carolinensis,DE,2017-06-25,Yes
Sciurus carolinensis,DE,2018-12-02,Yes
Sciurus carolinensis,DE,2020-11-29,Yes
Sciurus carolinensis,DK,2018-12-02,Yes
Sciurus carolinensis,DK,2022-11-20,Yes
Sciurus carolinensis,DK,2023-01-15,Yes
Sciurus carolinensis,ES,2024-05-26,Yes
Sciurus carolinensis,ES,2024-06-09,Yes
Sciurus carolinensis,FI,2016-02-07,Yes
Sciurus carolinensis,FI,2016-08-21,Yes
Sciurus carolinensis,FI,2023-01-08,Yes
Sciurus carolinensis,FI,2023-09-03,Yes
Sciurus carolinensis,FR,2016-08-14,Yes
Sciurus carolinensis,FR,2017-10-15,Yes
Sciurus carolinensis,FR,2017-12-24,Yes
Sciurus carolinensis,FR,2018-02-11,Yes
Sciurus carolinensis,GB,2018-12-30,Yes
Sciurus carolinensis,GB,2021-11-14,Yes
Sciurus carolinensis,GB,2021-12-26,Yes
Sciurus carolinensis,GB,2022-07-10,Yes
Sciurus carolinensis,GR,2016-09-18,Yes
Sciurus carolinensis,GR,2017-07-09,Yes
Sciurus carolinensis,GR,2022-12-04,Yes
Sciurus carolinensis,HR,2016-05-01,Yes
Sciurus carolinensis,HU,2016-06-05,Yes
Sciurus carolinensis,HU,2016-12-04,Yes
Sciurus carolinensis,HU,2019-11-10,Yes
Sciurus carolinensis,IE,2017-02-05,Yes
Sciurus carolinensis,IE,2017-10-01,Yes
Sciurus carolinensis,IE,2022-07-10,Yes
Sciurus carolinensis,IE,2024-06-02,Yes
Sciurus carolinensis,IT,2017-08-20,Yes
Sciurus carolinensis,IT,2019-09-22,Yes
Sciurus carolinensis,IT,2021-10-10,Yes
Sciurus carolinensis,IT,2021-10-17,Yes
Sciurus carolinensis,LU,2018-08-19,Yes
Sciurus carolinensis,LU,2021-11-07,Yes
Sciurus carolinensis,LV,2017-01-22,Yes
Sciurus carolinensis,MT,2016-07-24,Yes
Sciurus carolinensis,MT,2019-06-30,Yes
Sciurus carolinensis,MT,2021-11-21,Yes
Sciurus carolinensis,NL,2016-11-06,Yes
Sciurus carolinensis,NL,2021-03-28,Yes
Sciurus carolinensis,PL,2017-06-11,Yes
Sciurus carolinensis,PL,2021-09-12,Yes
Sciurus carolinensis,PL,2022-08-21,Yes
Sciurus carolinensis,PL,2023-01-15,Yes
Sciurus carolinensis,RO,2016-01-03,Yes
Sciurus carolinensis,RO,2021-06-20,Yes
Sciurus carolinensis,SE,2016-11-20,Yes
Sciurus carolinensis,SE,2019-12-22,Yes
Sciurus carolinensis,SE,2023-06-11,Yes
Sciurus carolinensis,SI,2018-12-16,Yes
Sciurus carolinensis,SI,2022-06-26,Yes
Sciurus carolinensis,SI,2022-09-11,Yes
Sciurus carolinensis,SI,2023-06-25,Yes
Sciurus carolinensis,SK,2016-02-07,Yes
Sciurus carolinensis,SK,2016-09-11,Yes
Sciurus carolinensis,SK,2018-03-11,Yes
Sciurus carolinensis,SK,2024-09-15,Yes
Sciurus niger,AT,2018-09-16,Yes
Sciurus niger,AT,2021-02-28,Yes
Sciurus niger,AT,2021-08-29,Yes
Sciurus niger,BE,2016-06-05,Yes
Sciurus niger,BE,2018-06-03,Yes
Sciurus niger,BE,2019-06-30,Yes
Sciurus niger,BG,2021-03-21,Yes
Sciurus niger,BG,2021-03-28,Yes
Sciurus niger,CY,2020-05-24,Yes
Sciurus niger,CY,2022-07-10,Yes
Sciurus niger,CY,2024-08-11,Yes
Sciurus niger,CZ,2022-08-07,Yes
Sciurus niger,DE,2017-12-17,Yes
Sciurus niger,DE,2018-09-30,Yes
Sciurus niger,DE,2019-04-14,Yes
Sciurus niger,DE,2022-11-20,Yes
Sciurus niger,ES,2015-12-27,Yes
Sciurus niger,ES,2016-03-27,Yes
Sciurus niger,FI,2018-04-22,Yes
Sciurus niger,FI,2024-03-03,Yes
Sciurus niger,FR,2023-10-22,Yes
Sciurus niger,FR,2024-05-12,Yes
Sciurus niger,GB,2020-06-14,Yes
Sciurus niger,GB,2021-02-28,Yes
Sciurus niger,GB,2021-03-07,Yes
Sciurus niger,GB,2024-06-09,Yes
Sciurus niger,HR,2016-08-14,Yes
